atribut_ttl,atribut_ack,atribut_windows_value
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
64,623,343
128,1604,255
64,414,343
128,1077,258
64,415,343
128,1072,258
64,416,343
128,1076,258
64,360194,773
128,2086,260
64,621,343
128,1599,255
64,0,65535
128,1,8192
64,0,65535
128,1,8192
64,0,65535
128,1,8192
64,0,65535
128,1,8192
64,0,65535
128,1,8192
64,0,65535
128,1,8192
64,1,343
64,1,343
64,1,343
64,1,343
64,1,343
64,1,343
64,1,343
64,1,343
64,1,343
128,527,260
64,1,343
64,1,343
128,533,260
128,527,260
64,1,343
128,529,260
128,536,260
64,209,343
64,208,343
128,525,260
64,208,343
64,208,343
255,0,2144
128,1,8192
64,208,343
64,208,343
255,1,2144
255,1,2144
64,209,343
64,208,343
128,1063,258
128,1052,258
128,289,65392
128,289,65392
255,225,2144
64,415,343
64,414,343
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,17452598,2144
255,17452598,2144
128,299,65392
128,299,65392
255,17452822,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,0,2144
128,1,8192
255,1,2144
255,1,2144
255,1,2144
255,1,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
128,299,65392
128,289,65392
128,299,65392
128,289,65392
255,225,2144
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
128,527,260
128,529,260
128,536,260
128,525,260
128,1063,258
128,1052,258
64,209,343
64,209,343
64,209,343
64,209,343
64,416,343
64,415,343
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
64,209,343
128,528,260
64,209,343
128,530,260
64,209,343
128,537,260
64,209,343
128,526,260
64,416,343
128,1064,258
64,415,343
128,1053,258
64,0,65535
128,1,8192
64,1,343
64,1,343
128,503,260
128,503,260
64,1449,354
128,503,260
128,503,260
64,2897,365
128,503,260
128,503,260
64,4345,377
128,503,260
128,503,260
64,5793,388
128,503,260
128,503,260
64,7241,399
128,503,260
128,503,260
64,8689,411
64,10137,422
64,11585,433
64,13033,444
64,14481,456
64,15929,467
64,16948,478
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
64,18396,490
128,503,260
128,503,260
64,19844,501
128,503,260
128,503,260
64,21292,512
128,503,260
128,503,260
64,22740,524
128,503,260
128,503,260
64,24188,535
128,503,260
128,503,260
128,503,260
64,25636,546
128,503,260
128,503,260
64,27084,558
128,503,260
128,503,260
64,28532,569
128,503,260
128,503,260
64,29980,580
128,503,260
128,503,260
64,31428,592
128,503,260
128,503,260
64,32876,603
128,503,260
128,503,260
64,34324,614
128,503,260
128,503,260
64,35772,625
128,503,260
128,503,260
64,37220,637
128,503,260
128,503,260
64,38668,648
128,503,260
128,503,260
64,40116,659
128,503,260
128,503,260
64,41564,671
128,503,260
64,43012,682
64,44460,693
64,45908,705
64,47356,716
64,48804,727
64,50252,739
64,51271,750
64,52719,761
64,54167,773
64,55615,773
64,57063,773
64,58511,773
64,59959,773
64,61407,773
64,62855,773
64,64303,773
64,65751,773
64,67199,773
64,68647,773
64,70095,773
64,71543,773
64,72991,773
64,74439,773
64,75887,773
64,77335,773
64,80231,773
64,83127,773
64,84160,773
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
64,87056,773
64,89952,773
64,92848,773
64,95744,773
64,98640,773
64,101536,773
64,104432,773
64,107328,773
64,110224,773
64,113120,773
64,116016,773
64,117808,773
64,120704,773
64,123600,773
64,126496,773
64,129392,773
64,132288,773
64,135184,773
64,138080,773
64,140976,773
64,143872,773
64,146768,773
64,149664,773
64,151448,773
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
64,154344,773
64,157240,773
64,160136,773
64,163032,773
64,165928,773
64,168824,773
64,171720,773
64,174616,773
64,177512,773
64,180408,773
64,183304,773
64,185100,773
64,187996,773
64,190892,773
64,193788,773
64,196684,773
64,199580,773
64,202476,773
64,205372,773
64,208268,773
64,211164,773
64,214060,773
64,216956,773
64,218748,773
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
64,221644,773
64,224540,773
64,227436,773
64,230332,773
64,233228,773
64,236124,773
64,239020,773
64,241916,773
64,244812,773
64,247708,773
64,250604,773
64,252201,773
64,255097,773
64,257993,773
64,260889,773
64,263785,773
64,266681,773
64,269577,773
64,272473,773
64,275369,773
64,278265,773
64,281161,773
64,284057,773
64,285437,773
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
64,288333,773
64,291229,773
64,294125,773
64,297021,773
64,299917,773
64,302813,773
64,305709,773
64,308605,773
64,311501,773
64,314397,773
64,317293,773
64,319412,773
64,322308,773
64,325204,773
64,328100,773
64,330996,773
64,333892,773
64,336788,773
64,339684,773
64,342580,773
64,345476,773
64,348372,773
64,351268,773
64,354107,773
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
128,503,260
64,357003,773
64,359899,773
64,362795,773
64,365691,773
64,368587,773
64,371483,773
64,374379,773
64,377275,773
64,380171,773
64,383067,773
64,385116,773
64,385121,773
255,0,2144
128,1,8192
255,0,2144
128,1,8192
255,1,2144
255,1,2144
255,1,2144
255,1,2144
64,0,65535
128,1,8192
64,0,65535
128,1,8192
64,0,65535
128,1,8192
64,0,65535
128,1,8192
64,1,343
64,1,343
64,0,65535
128,1,8192
128,299,65392
128,299,65392
64,385121,773
64,1,343
64,1,343
64,1,343
64,1,343
128,540,260
128,1043,258
128,543,260
64,1,343
64,1,343
64,1,343
64,1,343
128,541,260
128,543,260
128,538,260
255,225,2144
64,208,343
64,209,343
64,207,343
64,385328,773
64,208,343
64,208,343
64,208,343
128,293,65392
128,293,65392
128,1074,258
255,225,2144
64,414,343
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,0,2144
128,1,8192
255,225,2144
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
128,1043,258
128,543,260
128,543,260
128,541,260
128,538,260
128,1074,258
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
64,209,343
64,385329,773
64,210,343
64,208,343
64,415,343
64,209,343
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,0,2144
128,1,8192
255,225,2144
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,17096492,2144
255,17096492,2144
128,285,65392
128,285,65392
255,17096716,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,17286176,2144
255,17286176,2144
128,289,65392
128,289,65392
255,17286400,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,17105135,2144
255,17105135,2144
128,289,65392
128,289,65392
255,17105359,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,293,65392
128,293,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,17496275,2144
255,17496275,2144
128,289,65392
128,289,65392
255,17496499,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,17143589,2144
255,17143589,2144
128,289,65392
128,289,65392
255,17143813,2144
255,0,2144
128,1,8192
255,17340146,2144
255,17340146,2144
128,293,65392
128,293,65392
255,0,2144
128,1,8192
255,17340370,2144
255,17501177,2144
255,17501177,2144
128,289,65392
128,289,65392
255,17501401,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,17431752,2144
255,17431752,2144
255,0,2144
128,1,8192
255,17374206,2144
255,17374206,2144
128,293,65392
128,293,65392
255,17431976,2144
128,289,65392
128,289,65392
255,17374430,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,17260419,2144
255,17260419,2144
128,293,65392
128,293,65392
255,17260643,2144
64,385329,773
128,1044,258
64,210,343
128,544,260
64,208,343
128,542,260
64,209,343
128,544,260
64,209,343
128,539,260
64,415,343
128,1075,258
64,0,65535
128,1,8192
64,0,65535
128,1,8192
64,1,343
64,0,65535
128,1,8192
64,0,65535
128,1,8192
64,0,65535
128,1,8192
64,1,343
64,0,65535
128,1,8192
64,1,343
64,1,343
64,1,343
64,1,343
64,1,343
64,1,343
64,1,343
64,1,343
64,1,343
64,1,343
128,533,260
128,527,260
128,536,260
128,529,260
128,527,260
128,525,260
64,208,343
64,209,343
64,208,343
64,208,343
64,208,343
64,208,343
64,208,343
64,209,343
128,1069,258
128,1046,258
64,415,343
64,414,343
255,0,2144
128,1,8192
255,17398092,2144
255,17398092,2144
128,289,65392
128,289,65392
255,17398316,2144
255,0,2144
128,1,8192
255,17443554,2144
255,17443554,2144
128,293,65392
128,293,65392
255,17443778,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,17285589,2144
255,17285589,2144
128,293,65392
128,293,65392
255,17285813,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,17318870,2144
255,17318870,2144
128,293,65392
128,293,65392
255,17319094,2144
64,415,343
128,1548,256
128,1548,256
64,1863,354
128,1548,256
128,1548,256
64,3311,365
128,1548,256
128,1548,256
64,4759,377
128,1548,256
128,1548,256
64,6207,388
128,1548,256
128,1548,256
64,7655,399
128,1548,256
128,1548,256
64,9103,411
64,10551,422
64,11999,433
64,13447,444
64,14895,456
64,16343,467
64,17361,478
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
64,18809,490
128,1548,256
128,1548,256
64,20257,501
128,1548,256
128,1548,256
64,21705,512
128,1548,256
128,1548,256
64,23153,524
128,1548,256
128,1548,256
64,24601,535
128,1548,256
128,1548,256
128,1548,256
64,26049,546
128,1548,256
128,1548,256
64,27497,558
128,1548,256
128,1548,256
64,28945,569
128,1548,256
128,1548,256
64,30393,580
128,1548,256
128,1548,256
64,31841,592
128,1548,256
128,1548,256
64,33289,603
128,1548,256
128,1548,256
64,34737,614
128,1548,256
128,1548,256
64,36185,625
128,1548,256
128,1548,256
64,37633,637
128,1548,256
128,1548,256
64,39081,648
128,1548,256
128,1548,256
64,40529,659
128,1548,256
128,1548,256
64,41977,671
128,1548,256
64,43425,682
64,44873,693
64,46321,705
64,47769,716
64,49217,727
64,50665,739
64,52097,750
64,53545,761
64,54993,773
64,56441,773
64,57889,773
64,59337,773
64,60785,773
64,62233,773
64,63681,773
64,65129,773
64,66577,773
64,68025,773
64,69473,773
64,70921,773
64,72369,773
64,73817,773
64,75265,773
64,76713,773
64,78161,773
64,81057,773
64,83953,773
64,84573,773
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
64,87469,773
64,90365,773
64,93261,773
64,96157,773
64,99053,773
64,101949,773
64,104845,773
64,107741,773
64,110637,773
64,113533,773
64,116429,773
64,118221,773
64,121117,773
64,124013,773
64,126909,773
64,129805,773
64,132701,773
64,135597,773
64,138493,773
255,0,2144
128,1,8192
64,141389,773
64,144285,773
255,1,2144
64,147181,773
64,150077,773
64,151861,773
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
255,1,2144
64,154757,773
64,157653,773
64,160549,773
64,163445,773
64,166341,773
64,169237,773
64,172133,773
64,175029,773
64,177925,773
64,180821,773
64,183717,773
64,185513,773
64,188409,773
64,191305,773
64,194201,773
64,197097,773
64,199993,773
64,202889,773
64,205785,773
64,208681,773
64,211577,773
64,214473,773
64,217369,773
64,219161,773
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
64,222057,773
64,224953,773
64,227849,773
64,230745,773
64,233641,773
64,236537,773
64,239433,773
64,242329,773
128,289,65392
128,289,65392
64,245225,773
64,248121,773
64,251017,773
64,252736,773
64,255632,773
64,258528,773
64,261424,773
64,264320,773
64,267216,773
64,270112,773
64,273008,773
64,275904,773
64,278800,773
64,281696,773
64,284592,773
64,285942,773
255,225,2144
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
64,288838,773
64,291734,773
64,294630,773
64,297526,773
64,300422,773
64,303318,773
64,306214,773
64,309110,773
64,312006,773
64,314902,773
64,317798,773
64,319705,773
64,322601,773
64,325497,773
64,328393,773
64,331289,773
64,334185,773
64,337081,773
64,339977,773
64,342873,773
64,345769,773
64,348665,773
64,351561,773
64,354349,773
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
128,1548,256
64,357245,773
64,360141,773
64,363037,773
64,365933,773
64,368829,773
64,371725,773
64,374621,773
64,377517,773
64,380413,773
64,383309,773
64,386205,773
64,389061,773
64,391957,773
64,394853,773
64,397749,773
64,400645,773
64,403541,773
64,403739,773
64,403739,773
128,2088,260
64,414,343
64,208,343
64,208,343
64,208,343
64,208,343
128,1608,255
128,1067,258
64,403946,773
128,1069,258
128,1066,258
128,1070,258
64,620,343
64,403946,773
64,415,343
64,414,343
128,2628,258
64,414,343
64,414,343
64,404151,773
255,0,2144
128,1,8192
255,1,2144
255,1,2144
255,0,2144
128,1,8192
255,17397379,2144
255,17397379,2144
128,299,65392
128,293,65392
128,299,65392
128,299,65392
255,225,2144
128,293,65392
128,293,65392
255,17397603,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
255,0,2144
128,1,8192
255,17485338,2144
255,17485338,2144
128,293,65392
128,293,65392
255,17485562,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,299,65392
128,299,65392
255,225,2144
255,0,2144
128,1,8192
255,1,2144
255,1,2144
128,289,65392
128,289,65392
255,225,2144
64,404151,773
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
64,405599,773
64,407047,773
64,408495,773
64,409943,773
64,411391,773
64,412705,773
64,414153,773
64,415601,773
64,417049,773
64,418497,773
64,419945,773
64,421097,773
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
64,422545,773
64,423993,773
64,425441,773
64,426889,773
64,429785,773
64,432681,773
64,435577,773
64,438473,773
64,441369,773
64,444265,773
64,447161,773
64,450057,773
64,452953,773
64,454679,773
64,457575,773
64,460471,773
64,463367,773
64,466263,773
64,469159,773
64,472055,773
64,474951,773
64,477847,773
64,480743,773
64,483639,773
64,486535,773
64,488309,773
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
64,491205,773
64,494101,773
64,496997,773
64,499893,773
64,502789,773
64,505685,773
64,508581,773
64,511477,773
64,514373,773
64,517269,773
64,520165,773
64,521957,773
64,524853,773
64,527749,773
64,530645,773
64,533541,773
64,536437,773
64,539333,773
64,542229,773
64,545125,773
64,548021,773
64,550917,773
64,553813,773
64,555597,773
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
128,3130,256
64,558493,773
64,561389,773
64,564285,773
